seed,validation_qwk,validation_rmse,validation_mae,validation_pearson,test_qwk,test_rmse,test_mae,test_pearson
11,0.7622755976250465,0.6051941442886771,0.4498649397103169,0.8128578774879288,0.7542462528729764,0.5944679538441843,0.43731563410790575,0.8127721990794211
22,0.7622755976250465,0.6051941442886771,0.4498649397103169,0.8128578774879288,0.7542462528729764,0.5944679538441843,0.43731563410790575,0.8127721990794211
33,0.7622755976250465,0.6051941442886771,0.4498649397103169,0.8128578774879288,0.7542462528729764,0.5944679538441843,0.43731563410790575,0.8127721990794211
44,0.7622755976250465,0.6051941442886771,0.4498649397103169,0.8128578774879288,0.7542462528729764,0.5944679538441843,0.43731563410790575,0.8127721990794211
55,0.7622755976250465,0.6051941442886771,0.4498649397103169,0.8128578774879288,0.7542462528729764,0.5944679538441843,0.43731563410790575,0.8127721990794211
