essay_id,split,concreteness,specificity,emotional_salience,personal_experience_salience,narrative_event_density
8263,validation,0.024390243902439025,0.006968641114982578,0.006968641114982578,0.010452961672473868,0.010452961672473868
18678,validation,0.022988505747126436,0.006896551724137931,0.0,0.016091954022988506,0.013793103448275862
6855,validation,0.009592326139088728,0.011990407673860911,0.004796163069544364,0.03597122302158273,0.002398081534772182
8597,validation,0.0,0.0,0.009852216748768473,0.024630541871921183,0.0
20970,validation,0.0,0.027439024390243903,0.0,0.01524390243902439,0.009146341463414634
22364,validation,0.0024096385542168677,0.004819277108433735,0.0024096385542168677,0.04819277108433735,0.00963855421686747
6901,validation,0.020491803278688523,0.006147540983606557,0.0020491803278688526,0.012295081967213115,0.006147540983606557
18050,validation,0.021551724137931036,0.017241379310344827,0.0,0.03879310344827586,0.0
9949,validation,0.030666666666666665,0.0026666666666666666,0.0013333333333333333,0.004,0.0
16436,validation,0.006153846153846154,0.003076923076923077,0.0,0.03076923076923077,0.0
1445,validation,0.0,0.011111111111111112,0.0,0.016666666666666666,0.0
20057,validation,0.01875,0.028125,0.003125,0.0125,0.003125
14821,validation,0.016877637130801686,0.008438818565400843,0.02109704641350211,0.004219409282700422,0.012658227848101266
20430,validation,0.0226628895184136,0.0,0.0,0.0226628895184136,0.0
1695,validation,0.0043859649122807015,0.021929824561403508,0.0,0.008771929824561403,0.0043859649122807015
11084,validation,0.03580562659846547,0.0025575447570332483,0.0,0.020460358056265986,0.005115089514066497
16152,validation,0.018018018018018018,0.0,0.0,0.03003003003003003,0.009009009009009009
13383,validation,0.0,0.0027624309392265192,0.0055248618784530384,0.058011049723756904,0.013812154696132596
17958,validation,0.010273972602739725,0.010273972602739725,0.0,0.017123287671232876,0.003424657534246575
1630,validation,0.0035714285714285713,0.010714285714285714,0.0,0.010714285714285714,0.0
269,validation,0.0,0.03184713375796178,0.0,0.01910828025477707,0.006369426751592357
1881,validation,0.0,0.011904761904761904,0.0,0.011904761904761904,0.009523809523809525
14523,validation,0.0,0.023696682464454975,0.0,0.11848341232227488,0.009478672985781991
13900,validation,0.0,0.004878048780487805,0.00975609756097561,0.004878048780487805,0.00975609756097561
5074,validation,0.02857142857142857,0.0163265306122449,0.02040816326530612,0.024489795918367346,0.00816326530612245
5509,validation,0.008639308855291577,0.02159827213822894,0.01079913606911447,0.03023758099352052,0.004319654427645789
23253,validation,0.0,0.0053475935828877,0.0,0.00267379679144385,0.00267379679144385
20398,validation,0.0,0.016260162601626018,0.0,0.005420054200542005,0.005420054200542005
20897,validation,0.011881188118811881,0.007920792079207921,0.0,0.0,0.0019801980198019802
2535,validation,0.0,0.0026041666666666665,0.0,0.010416666666666666,0.005208333333333333
11069,validation,0.03502626970227671,0.005253940455341506,0.008756567425569177,0.0070052539404553416,0.012259194395796848
23053,validation,0.02072538860103627,0.0051813471502590676,0.0,0.015544041450777202,0.010362694300518135
14680,validation,0.0047169811320754715,0.0330188679245283,0.0,0.0047169811320754715,0.018867924528301886
186,validation,0.002702702702702703,0.013513513513513514,0.0,0.016216216216216217,0.005405405405405406
11971,validation,0.0038240917782026767,0.030592734225621414,0.0019120458891013384,0.028680688336520075,0.017208413001912046
5558,validation,0.03287671232876712,0.0027397260273972603,0.005479452054794521,0.052054794520547946,0.010958904109589041
24209,validation,0.0,0.017817371937639197,0.0,0.004454342984409799,0.008908685968819599
21745,validation,0.0,0.0,0.0,0.011560693641618497,0.0
6587,validation,0.006153846153846154,0.027692307692307693,0.009230769230769232,0.012307692307692308,0.003076923076923077
17618,validation,0.0,0.006993006993006993,0.0,0.004662004662004662,0.011655011655011656
20721,validation,0.0026041666666666665,0.005208333333333333,0.0026041666666666665,0.03125,0.0078125
24668,validation,0.021912350597609563,0.017928286852589643,0.0,0.00597609561752988,0.00796812749003984
3915,validation,0.003787878787878788,0.01893939393939394,0.0,0.01893939393939394,0.007575757575757576
446,validation,0.0021598272138228943,0.01511879049676026,0.0,0.03023758099352052,0.0
23270,validation,0.0,0.021406727828746176,0.0,0.03058103975535168,0.0
14031,validation,0.0037174721189591076,0.007434944237918215,0.0,0.01858736059479554,0.0037174721189591076
17228,validation,0.0036496350364963502,0.021897810218978103,0.0,0.010948905109489052,0.0
7124,validation,0.008571428571428572,0.002857142857142857,0.014285714285714285,0.13428571428571429,0.0
2440,validation,0.0,0.011695906432748537,0.0,0.014619883040935672,0.0029239766081871343
3103,validation,0.0,0.01282051282051282,0.0,0.03205128205128205,0.0
11088,validation,0.019230769230769232,0.003205128205128205,0.0,0.019230769230769232,0.003205128205128205
7692,validation,0.029013539651837523,0.017408123791102514,0.0038684719535783366,0.017408123791102514,0.007736943907156673
6094,validation,0.005797101449275362,0.02318840579710145,0.005797101449275362,0.017391304347826087,0.005797101449275362
9486,validation,0.036290322580645164,0.004032258064516129,0.0,0.028225806451612902,0.0
18537,validation,0.005012531328320802,0.015037593984962405,0.0,0.005012531328320802,0.015037593984962405
22197,validation,0.029925187032418952,0.00997506234413965,0.0,0.012468827930174564,0.012468827930174564
13223,validation,0.0,0.005025125628140704,0.010050251256281407,0.02512562814070352,0.005025125628140704
16913,validation,0.052,0.008,0.0,0.012,0.004
687,validation,0.005449591280653951,0.005449591280653951,0.0,0.02452316076294278,0.010899182561307902
5208,validation,0.02556818181818182,0.011363636363636364,0.002840909090909091,0.011363636363636364,0.002840909090909091
17160,validation,0.013157894736842105,0.009868421052631578,0.003289473684210526,0.013157894736842105,0.003289473684210526
8417,validation,0.03009259259259259,0.0023148148148148147,0.009259259259259259,0.0625,0.0023148148148148147
10345,validation,0.02099737532808399,0.010498687664041995,0.0,0.010498687664041995,0.0
4920,validation,0.029787234042553193,0.002127659574468085,0.0,0.04042553191489362,0.00851063829787234
24338,validation,0.030364372469635626,0.03643724696356275,0.0,0.010121457489878543,0.004048582995951417
24102,validation,0.04292929292929293,0.0,0.0,0.010101010101010102,0.015151515151515152
20825,validation,0.04,0.01818181818181818,0.0,0.04363636363636364,0.007272727272727273
19520,validation,0.02097902097902098,0.006993006993006993,0.0034965034965034965,0.02097902097902098,0.0
19600,validation,0.010526315789473684,0.010526315789473684,0.0035087719298245615,0.06666666666666667,0.0035087719298245615
5462,validation,0.037142857142857144,0.002857142857142857,0.002857142857142857,0.017142857142857144,0.005714285714285714
13757,validation,0.0058823529411764705,0.011764705882352941,0.0,0.011764705882352941,0.0058823529411764705
21938,validation,0.020833333333333332,0.015625,0.0026041666666666665,0.0234375,0.0
19567,validation,0.011764705882352941,0.0058823529411764705,0.0,0.0058823529411764705,0.0058823529411764705
19583,validation,0.0,0.009389671361502348,0.02112676056338028,0.03286384976525822,0.007042253521126761
21584,validation,0.0028653295128939827,0.034383954154727794,0.0,0.03724928366762178,0.008595988538681949
1289,validation,0.009852216748768473,0.019704433497536946,0.0,0.0049261083743842365,0.0049261083743842365
12773,validation,0.03787878787878788,0.007575757575757576,0.0,0.022727272727272728,0.003787878787878788
22982,validation,0.007009345794392523,0.002336448598130841,0.0,0.02102803738317757,0.011682242990654205
10692,validation,0.03910614525139665,0.00558659217877095,0.0,0.0335195530726257,0.00558659217877095
10335,validation,0.012345679012345678,0.004629629629629629,0.0,0.026234567901234566,0.0015432098765432098
24165,validation,0.0,0.01606425702811245,0.012048192771084338,0.0321285140562249,0.004016064257028112
21382,validation,0.0,0.009933774834437087,0.0,0.041390728476821195,0.004966887417218543
23551,validation,0.0,0.024489795918367346,0.0,0.012244897959183673,0.01020408163265306
11905,validation,0.0,0.014925373134328358,0.004975124378109453,0.01990049751243781,0.01990049751243781
24225,validation,0.0022624434389140274,0.011312217194570135,0.0,0.020361990950226245,0.006787330316742082
15830,validation,0.013043478260869565,0.034782608695652174,0.0,0.021739130434782608,0.0
15735,validation,0.0,0.004901960784313725,0.006535947712418301,0.0196078431372549,0.014705882352941176
12158,validation,0.019955654101995565,0.011086474501108648,0.0,0.015521064301552107,0.004434589800443459
18263,validation,0.006097560975609756,0.012195121951219513,0.0,0.006097560975609756,0.0
18814,validation,0.0,0.021052631578947368,0.005263157894736842,0.08421052631578947,0.021052631578947368
12453,validation,0.0,0.00558659217877095,0.00558659217877095,0.00558659217877095,0.00558659217877095
6079,validation,0.005,0.005,0.01,0.015,0.01
5457,validation,0.0024449877750611247,0.007334963325183374,0.0024449877750611247,0.009779951100244499,0.0024449877750611247
20896,validation,0.023936170212765957,0.015957446808510637,0.0,0.005319148936170213,0.0
11349,validation,0.0,0.00816326530612245,0.0,0.0163265306122449,0.0
12057,validation,0.015384615384615385,0.011538461538461539,0.0,0.011538461538461539,0.0
18532,validation,0.002173913043478261,0.02391304347826087,0.002173913043478261,0.02391304347826087,0.02391304347826087
4131,validation,0.0,0.004,0.0,0.0,0.0
16351,validation,0.016786570743405275,0.004796163069544364,0.0,0.011990407673860911,0.007194244604316547
17420,validation,0.010416666666666666,0.0,0.0,0.005208333333333333,0.005208333333333333
15408,validation,0.024861878453038673,0.0055248618784530384,0.016574585635359115,0.058011049723756904,0.0055248618784530384
20332,validation,0.04794520547945205,0.0045662100456621,0.00228310502283105,0.0319634703196347,0.00228310502283105
4134,validation,0.0,0.018433179723502304,0.0,0.018433179723502304,0.0
17033,validation,0.00927643784786642,0.00927643784786642,0.0,0.00927643784786642,0.0055658627087198514
9275,validation,0.04633204633204633,0.007722007722007722,0.0,0.0019305019305019305,0.005791505791505791
861,validation,0.002793296089385475,0.008379888268156424,0.0,0.05027932960893855,0.00558659217877095
13404,validation,0.0,0.012953367875647668,0.0,0.023316062176165803,0.010362694300518135
16575,validation,0.024320457796852647,0.002861230329041488,0.0,0.012875536480686695,0.005722460658082976
1942,validation,0.0,0.003389830508474576,0.0,0.061016949152542375,0.006779661016949152
10295,validation,0.0,0.00784313725490196,0.00392156862745098,0.047058823529411764,0.0196078431372549
4331,validation,0.0,0.01486988847583643,0.0,0.01486988847583643,0.0037174721189591076
14119,validation,0.0,0.02127659574468085,0.0,0.0121580547112462,0.015197568389057751
3970,validation,0.0,0.0024937655860349127,0.0,0.004987531172069825,0.00997506234413965
21449,validation,0.016224188790560472,0.0014749262536873156,0.004424778761061947,0.016224188790560472,0.01032448377581121
22141,validation,0.029921259842519685,0.023622047244094488,0.0,0.014173228346456693,0.007874015748031496
12851,validation,0.017660044150110375,0.006622516556291391,0.004415011037527594,0.011037527593818985,0.004415011037527594
13193,validation,0.0016722408026755853,0.01839464882943144,0.0033444816053511705,0.015050167224080268,0.0033444816053511705
2775,validation,0.0,0.027559055118110236,0.0,0.007874015748031496,0.003937007874015748
4145,validation,0.0031545741324921135,0.031545741324921134,0.0,0.012618296529968454,0.0
22527,validation,0.011437908496732025,0.024509803921568627,0.0016339869281045752,0.006535947712418301,0.0196078431372549
19001,validation,0.015915119363395226,0.010610079575596816,0.002652519893899204,0.005305039787798408,0.007957559681697613
2411,validation,0.0,0.011363636363636364,0.0,0.005681818181818182,0.045454545454545456
17478,validation,0.02607361963190184,0.0,0.0,0.006134969325153374,0.018404907975460124
15457,validation,0.0,0.022818791946308724,0.0026845637583892616,0.013422818791946308,0.006711409395973154
1546,validation,0.0,0.012048192771084338,0.0,0.014457831325301205,0.0
6953,validation,0.017412935323383085,0.004975124378109453,0.0,0.017412935323383085,0.007462686567164179
3135,validation,0.0,0.0106951871657754,0.0,0.03208556149732621,0.016042780748663103
13232,validation,0.007272727272727273,0.007272727272727273,0.0036363636363636364,0.01818181818181818,0.0036363636363636364
15627,validation,0.0,0.011904761904761904,0.005952380952380952,0.02976190476190476,0.02976190476190476
23759,validation,0.03914590747330961,0.03202846975088968,0.0,0.0,0.0
14715,validation,0.0,0.005714285714285714,0.0,0.0,0.011428571428571429
3805,validation,0.0,0.035629453681710214,0.0023752969121140144,0.021377672209026127,0.0023752969121140144
23115,validation,0.0,0.004597701149425287,0.0,0.009195402298850575,0.0022988505747126436
23146,validation,0.020161290322580645,0.008064516129032258,0.0,0.0,0.0
15160,validation,0.0,0.00315955766192733,0.0,0.004739336492890996,0.00631911532385466
6774,validation,0.027237354085603113,0.005836575875486381,0.009727626459143969,0.03696498054474708,0.017509727626459144
19678,validation,0.027692307692307693,0.015384615384615385,0.0,0.009230769230769232,0.003076923076923077
14062,validation,0.0,0.005714285714285714,0.0,0.05142857142857143,0.005714285714285714
16848,validation,0.05763688760806916,0.008645533141210375,0.0,0.011527377521613832,0.0
17641,validation,0.0,0.010050251256281407,0.0,0.02512562814070352,0.010050251256281407
10020,validation,0.007017543859649123,0.0035087719298245615,0.0,0.007017543859649123,0.010526315789473684
18643,validation,0.0,0.01948051948051948,0.0,0.032467532467532464,0.0
3327,validation,0.005747126436781609,0.017241379310344827,0.0,0.0,0.005747126436781609
7382,validation,0.0,0.004048582995951417,0.008097165991902834,0.024291497975708502,0.0020242914979757085
1262,validation,0.011428571428571429,0.02857142857142857,0.0,0.017142857142857144,0.0
17359,validation,0.014056224899598393,0.004016064257028112,0.0,0.028112449799196786,0.008032128514056224
20975,validation,0.0,0.013779527559055118,0.001968503937007874,0.023622047244094488,0.001968503937007874
13117,validation,0.003246753246753247,0.006493506493506494,0.006493506493506494,0.045454545454545456,0.0
13455,validation,0.0,0.01875,0.0,0.00625,0.0125
6582,validation,0.030800821355236138,0.006160164271047228,0.0,0.022587268993839837,0.01026694045174538
18771,validation,0.012106537530266344,0.012106537530266344,0.0,0.01937046004842615,0.004842615012106538
5021,validation,0.030448717948717948,0.0016025641025641025,0.01282051282051282,0.014423076923076924,0.008012820512820512
12583,validation,0.01935483870967742,0.0064516129032258064,0.0,0.03870967741935484,0.0
14995,validation,0.020161290322580645,0.0,0.012096774193548387,0.020161290322580645,0.008064516129032258
11413,validation,0.0027397260273972603,0.019178082191780823,0.0,0.019178082191780823,0.010958904109589041
9802,validation,0.007894736842105263,0.002631578947368421,0.0,0.06315789473684211,0.007894736842105263
19173,validation,0.01532567049808429,0.0038314176245210726,0.0,0.0,0.011494252873563218
18241,validation,0.0,0.005988023952095809,0.0,0.005988023952095809,0.029940119760479042
19404,validation,0.04927536231884058,0.002898550724637681,0.0,0.017391304347826087,0.0
4108,validation,0.009259259259259259,0.009259259259259259,0.0,0.018518518518518517,0.013888888888888888
5213,validation,0.028846153846153848,0.0,0.0,0.014423076923076924,0.004807692307692308
3255,validation,0.0060790273556231,0.0121580547112462,0.0,0.03343465045592705,0.00303951367781155
7323,validation,0.003745318352059925,0.003745318352059925,0.0449438202247191,0.02247191011235955,0.003745318352059925
2690,validation,0.0016556291390728477,0.014900662251655629,0.0,0.013245033112582781,0.009933774834437087
14501,validation,0.0,0.0,0.007874015748031496,0.011811023622047244,0.007874015748031496
4627,validation,0.02702702702702703,0.02702702702702703,0.010810810810810811,0.005405405405405406,0.005405405405405406
21401,validation,0.0,0.017361111111111112,0.0,0.017361111111111112,0.006944444444444444
1319,validation,0.0,0.02304147465437788,0.0,0.013824884792626729,0.0
16590,validation,0.0457516339869281,0.004357298474945534,0.004357298474945534,0.004357298474945534,0.004357298474945534
5162,validation,0.025806451612903226,0.05161290322580645,0.012903225806451613,0.04516129032258064,0.012903225806451613
7226,validation,0.025157232704402517,0.025157232704402517,0.031446540880503145,0.03773584905660377,0.006289308176100629
20601,validation,0.013513513513513514,0.009009009009009009,0.0,0.04054054054054054,0.0045045045045045045
12192,validation,0.025974025974025976,0.006493506493506494,0.0,0.06168831168831169,0.00974025974025974
17519,validation,0.0,0.013636363636363636,0.0,0.00909090909090909,0.013636363636363636
4529,validation,0.03349282296650718,0.004784688995215311,0.028708133971291867,0.004784688995215311,0.0
11667,validation,0.0,0.021052631578947368,0.007017543859649123,0.017543859649122806,0.014035087719298246
19889,validation,0.05416666666666667,0.004166666666666667,0.0,0.004166666666666667,0.0375
12380,validation,0.006060606060606061,0.0,0.0,0.00909090909090909,0.021212121212121213
9941,validation,0.0,0.008064516129032258,0.0,0.05241935483870968,0.004032258064516129
21074,validation,0.0,0.03937007874015748,0.0,0.013123359580052493,0.010498687664041995
18062,validation,0.03271028037383177,0.009345794392523364,0.0,0.02336448598130841,0.014018691588785047
6336,validation,0.04878048780487805,0.0,0.06097560975609756,0.018292682926829267,0.006097560975609756
6982,validation,0.023255813953488372,0.01627906976744186,0.0069767441860465115,0.0069767441860465115,0.002325581395348837
10066,validation,0.0,0.0440251572327044,0.0,0.012578616352201259,0.012578616352201259
917,validation,0.0,0.012987012987012988,0.0,0.04329004329004329,0.017316017316017316
18889,validation,0.008064516129032258,0.020161290322580645,0.0,0.028225806451612902,0.004032258064516129
13288,validation,0.009389671361502348,0.004694835680751174,0.0,0.009389671361502348,0.018779342723004695
19288,validation,0.0037735849056603774,0.011320754716981131,0.0,0.01509433962264151,0.007547169811320755
570,validation,0.004750593824228029,0.011876484560570071,0.0,0.0166270783847981,0.0023752969121140144
17832,validation,0.018134715025906734,0.0025906735751295338,0.0025906735751295338,0.010362694300518135,0.0051813471502590676
3414,validation,0.0025906735751295338,0.012953367875647668,0.0,0.03367875647668394,0.0025906735751295338
22245,validation,0.0,0.012594458438287154,0.0,0.02518891687657431,0.0025188916876574307
14806,validation,0.0027548209366391185,0.005509641873278237,0.0,0.0027548209366391185,0.01652892561983471
7031,validation,0.02040816326530612,0.04081632653061224,0.036734693877551024,0.012244897959183673,0.004081632653061225
6837,validation,0.03508771929824561,0.021052631578947368,0.014035087719298246,0.0,0.007017543859649123
13878,validation,0.004878048780487805,0.01951219512195122,0.0,0.00975609756097561,0.02926829268292683
19610,validation,0.0,0.009966777408637873,0.0,0.08637873754152824,0.013289036544850499
19345,validation,0.051094890510948905,0.0,0.0,0.025547445255474453,0.0
14026,validation,0.0037313432835820895,0.0037313432835820895,0.0,0.04477611940298507,0.0
14232,validation,0.0,0.014705882352941176,0.003676470588235294,0.007352941176470588,0.007352941176470588
19923,validation,0.0,0.006198347107438017,0.0,0.008264462809917356,0.012396694214876033
2217,validation,0.007211538461538462,0.014423076923076924,0.002403846153846154,0.036057692307692304,0.007211538461538462
23432,validation,0.0020242914979757085,0.008097165991902834,0.04048582995951417,0.09109311740890688,0.006072874493927126
20632,validation,0.026455026455026454,0.010582010582010581,0.0,0.021164021164021163,0.0026455026455026454
2827,validation,0.002232142857142857,0.013392857142857142,0.0,0.024553571428571428,0.002232142857142857
21351,validation,0.0,0.026359143327841845,0.0016474464579901153,0.008237232289950576,0.014827018121911038
4996,validation,0.028,0.016,0.008,0.004,0.008
17722,validation,0.011965811965811967,0.003418803418803419,0.0,0.023931623931623933,0.005128205128205128
3262,validation,0.0,0.018404907975460124,0.0,0.006134969325153374,0.0
21057,validation,0.0,0.005952380952380952,0.0,0.011904761904761904,0.0
6838,validation,0.029850746268656716,0.0,0.0,0.03582089552238806,0.011940298507462687
22994,validation,0.018789144050104383,0.0020876826722338203,0.0,0.012526096033402923,0.008350730688935281
5741,validation,0.03571428571428571,0.022321428571428572,0.008928571428571428,0.004464285714285714,0.008928571428571428
650,validation,0.0,0.029850746268656716,0.0,0.04975124378109453,0.009950248756218905
11094,validation,0.01020408163265306,0.01020408163265306,0.0,0.04421768707482993,0.0
18642,validation,0.0,0.0045045045045045045,0.0,0.018018018018018018,0.0045045045045045045
15407,validation,0.00967741935483871,0.012903225806451613,0.0,0.06451612903225806,0.0
5395,validation,0.016826923076923076,0.002403846153846154,0.002403846153846154,0.014423076923076924,0.007211538461538462
7082,validation,0.017391304347826087,0.005797101449275362,0.0,0.02608695652173913,0.0
21872,validation,0.05747126436781609,0.02681992337164751,0.0,0.022988505747126436,0.0038314176245210726
3521,validation,0.0,0.010135135135135136,0.0,0.04054054054054054,0.0
10922,validation,0.016736401673640166,0.008368200836820083,0.0,0.06694560669456066,0.008368200836820083
24571,validation,0.0,0.02181818181818182,0.0036363636363636364,0.05454545454545454,0.007272727272727273
4478,validation,0.026402640264026403,0.0033003300330033004,0.0,0.013201320132013201,0.006600660066006601
5660,validation,0.010434782608695653,0.02608695652173913,0.006956521739130435,0.0017391304347826088,0.0034782608695652175
9788,validation,0.004705882352941176,0.002352941176470588,0.002352941176470588,0.021176470588235293,0.009411764705882352
67,validation,0.0,0.0038910505836575876,0.0,0.011673151750972763,0.011673151750972763
10776,validation,0.03571428571428571,0.005952380952380952,0.002976190476190476,0.0,0.0
13519,validation,0.004149377593360996,0.008298755186721992,0.008298755186721992,0.03734439834024896,0.008298755186721992
20205,validation,0.014005602240896359,0.0056022408963585435,0.0,0.056022408963585436,0.008403361344537815
17642,validation,0.015748031496062992,0.003937007874015748,0.0,0.06692913385826772,0.01968503937007874
3839,validation,0.0,0.0,0.0,0.022641509433962263,0.007547169811320755
15715,validation,0.0,0.016826923076923076,0.0,0.019230769230769232,0.014423076923076924
17375,validation,0.028530670470756064,0.008559201141226819,0.007132667617689016,0.0028530670470756064,0.0028530670470756064
19888,validation,0.01932367149758454,0.004830917874396135,0.0,0.00966183574879227,0.0024154589371980675
8305,validation,0.013432835820895522,0.008955223880597015,0.005970149253731343,0.007462686567164179,0.011940298507462687
919,validation,0.0038910505836575876,0.007782101167315175,0.0,0.07003891050583658,0.0
10701,validation,0.02304147465437788,0.009216589861751152,0.0,0.004608294930875576,0.0
165,validation,0.002770083102493075,0.0221606648199446,0.0,0.00554016620498615,0.002770083102493075
22063,validation,0.03187250996015936,0.00398406374501992,0.0,0.043824701195219126,0.0
22748,validation,0.0,0.01293103448275862,0.004310344827586207,0.04310344827586207,0.01293103448275862
6644,validation,0.01809954751131222,0.004524886877828055,0.0022624434389140274,0.004524886877828055,0.0022624434389140274
14334,validation,0.003246753246753247,0.00974025974025974,0.0,0.006493506493506494,0.003246753246753247
16285,validation,0.033582089552238806,0.0,0.0,0.055970149253731345,0.007462686567164179
14282,validation,0.0,0.007547169811320755,0.0,0.007547169811320755,0.007547169811320755
4594,validation,0.054474708171206226,0.0038910505836575876,0.0,0.0311284046692607,0.0
