seed,validation_qwk,test_qwk,validation_rmse,test_rmse,w_deberta_pred,w_concreteness,w_specificity,w_emotional_salience,w_personal_experience_salience,w_narrative_event_density
11,0.7701770056856142,0.7647022909473773,0.6362715282439918,0.6248801201913484,1.016973386903288,-0.04396824345376729,0.006191902299110936,-0.07932432013745433,-0.001813185622670375,-0.141875318281958
22,0.771428051276674,0.7654144701311393,0.6266279905764407,0.6149626057115982,1.023508482656014,-0.053250967097333325,-0.020837449766925736,-0.021294611833868566,-0.018399265383312432,-0.0007019513260130753
33,0.7707604606836728,0.7677922969805555,0.6247495744420845,0.6140667484322072,1.0187733542464505,-0.024386918774925034,-0.0014015330442439366,-0.014385042715095622,-0.02388763420589584,-0.06757716524303659
44,0.774853967202562,0.7644361183847124,0.6381539247253886,0.6280753935012036,1.030465969232451,-0.10236088591406017,-0.029831431969682656,0.025528274855640264,0.002516694318020235,-0.10129312382845333
55,0.772251466618927,0.7645336233088104,0.6339785584928231,0.6216086445860346,1.0277220673711411,-0.07164271397047738,-0.013778763325775151,-0.04456319103026754,0.026514184900630493,-0.09994177648780159
